index,0,1,2
26457,0.07038507003154448,0.11297054858905502,0.8166443813794005
26458,0.1969350924369231,0.1948819850370293,0.6081829225260477
26459,0.13767667713243736,0.15470316178121835,0.7076201610863443
26460,0.13760186965404075,0.1892263883588033,0.673171741987156
26461,0.06040509242459881,0.16755407464310595,0.7720408329322953
26462,0.0907920215255893,0.5400445586569902,0.36916341981742046
26463,0.2709248079577855,0.33479429858134435,0.3942808934608701
26464,0.1777066447511066,0.20230178025199558,0.6199915749968978
26465,0.042270882605323225,0.07384882417097041,0.8838802932237064
26466,0.043601951990970264,0.28337866214483337,0.6730193858641964
26467,0.14263399490661155,0.1866600360535397,0.6707059690398488
26468,0.09918688349357745,0.22905782439277114,0.6717552921136514
26469,0.6146855674947128,0.11597387896059033,0.2693405535446969
26470,0.19679785411035886,0.11033280791595698,0.6928693379736842
26471,0.10003064601474407,0.13632381354783488,0.7636455404374212
26472,0.18442689643757512,0.21734277537148167,0.5982303281909432
26473,0.08376379419280489,0.1503034943068184,0.7659327115003768
26474,0.479889678103531,0.35584573406523273,0.16426458783123615
26475,0.25900211501258763,0.34043523772342993,0.40056264726398244
26476,0.03971208608912445,0.26920720634169765,0.6910807075691778
26477,0.15162045512317993,0.4984409348114225,0.3499386100653976
26478,0.12738717993252333,0.08399093348134162,0.788621886586135
26479,0.06907533275188818,0.13161638093439015,0.7993082863137216
26480,0.059594302465680274,0.2025171637167348,0.737888533817585
26481,0.1396118655664171,0.19127656270309967,0.6691115717304832
26482,0.057499873276233446,0.1016591256293132,0.8408410010944533
26483,0.038768150639822176,0.19147862275968755,0.7697532266004903
26484,0.12198353159615252,0.5195517421816807,0.35846472622216685
26485,0.06043664141554471,0.11984166853213032,0.819721690052325
26486,0.21628632608294884,0.43806225682544364,0.3456514170916075
26487,0.050153753447430185,0.0528941168980679,0.8969521296545018
26488,0.1532302445885727,0.6289558813163965,0.21781387409503078
26489,0.06432406973993929,0.23254570436533686,0.703130225894724
26490,0.1398770653382937,0.28017981323553726,0.579943121426169
26491,0.18136901726105256,0.20874542860917072,0.6098855541297767
26492,0.0779690624380739,0.2408923088437776,0.6811386287181486
26493,0.21003009459680982,0.6019271548304845,0.18804275057270564
26494,0.07512985629042206,0.11240499165969753,0.8124651520498805
26495,0.031192686907171252,0.09482235372245332,0.8739849593703755
26496,0.20751879265350387,0.4786108115523233,0.31387039579417286
26497,0.15767178737791704,0.4514617349680231,0.3908664776540599
26498,0.11372601364277361,0.40876720472815975,0.4775067816290666
26499,0.15534044587300347,0.15541098607816545,0.6892485680488312
26500,0.22670280931363326,0.2324725941340983,0.5408245965522684
26501,0.06291981835885989,0.11754993080806928,0.8195302508330709
26502,0.059299511988591215,0.02604434844930794,0.9146561395621008
26503,0.06968402123986678,0.8023836617109122,0.12793231704922098
26504,0.03474766284273466,0.11607596305939716,0.8491763740978684
26505,0.10039073071985405,0.21154349731571792,0.688065771964428
26506,0.11123319112080068,0.6435634573752436,0.24520335150395572
26507,0.08362379198078115,0.62757579179606,0.2888004162231589
26508,0.10689525049534551,0.17346822728682715,0.7196365222178274
26509,0.09453516811379314,0.08444234942966888,0.821022482456538
26510,0.06220416197023766,0.1421652095211841,0.7956306285085782
26511,0.06434883151225732,0.14049237469633458,0.7951587937914081
26512,0.06732821436204368,0.30180362721757514,0.6308681584203812
26513,0.08592530926610215,0.33268862502192453,0.5813860657119734
26514,0.1042773811800968,0.12097767001092848,0.7747449488089746
26515,0.19697486184668916,0.13748379769218366,0.6655413404611272
26516,0.05633164575216672,0.15901755911733442,0.784650795130499
26517,0.1263332035939051,0.567824133747626,0.305842662658469
26518,0.10157602987179423,0.13786536072996283,0.7605586093982428
26519,0.10335930284434085,0.25609400856712383,0.6405466885885354
26520,0.05528970112724494,0.5231478731682161,0.42156242570453906
26521,0.08500482866694295,0.18552319402909695,0.7294719773039602
26522,0.19736802231982004,0.13861962001472367,0.6640123576654562
